Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2024-01-30 00:00:00+05:30,1442.5537625848374,1442.5784888178382,1387.690473107798,1390.852294921875,14093978,0.0,0.0
2024-01-31 00:00:00+05:30,1387.2704457772934,1417.159997760743,1385.7883192326594,1409.6258544921875,15130226,0.0,0.0
2024-02-01 00:00:00+05:30,1417.9011153905622,1426.1515960154993,1401.1531330404457,1409.650634765625,13349362,0.0,0.0
2024-02-02 00:00:00+05:30,1416.0980132616144,1457.3258137867138,1416.0980132616144,1440.3306884765625,19652588,0.0,0.0
2024-02-05 00:00:00+05:30,1443.3442832345067,1452.9781061073709,1414.4675408489986,1421.878173828125,8814432,0.0,0.0
2024-02-06 00:00:00+05:30,1424.6695010773788,1424.6695010773788,1402.9069175392074,1410.7869873046875,9047984,0.0,0.0
2024-02-07 00:00:00+05:30,1418.8151411125152,1432.2283386037336,1412.2196294925052,1424.9659423828125,9296568,0.0,0.0
2024-02-08 00:00:00+05:30,1432.7224367107362,1442.0845126481563,1410.515263064875,1432.845947265625,14694634,0.0,0.0
2024-02-09 00:00:00+05:30,1436.6747903139974,1454.4355841797649,1433.661084495157,1443.3443603515625,12556798,0.0,0.0
2024-02-12 00:00:00+05:30,1443.3443671360003,1443.5913882496639,1425.163589047209,1435.04443359375,6674430,0.0,0.0
2024-02-13 00:00:00+05:30,1438.1567484987418,1461.3767303535824,1436.674621997369,1447.642333984375,7715594,0.0,0.0
2024-02-14 00:00:00+05:30,1440.1329959711338,1465.9714268487612,1440.1329959711338,1463.7235107421875,7117888,0.0,0.0
2024-02-15 00:00:00+05:30,1465.674980481667,1467.0335965408115,1449.0505085860837,1453.076904296875,10006782,0.0,0.0
2024-02-16 00:00:00+05:30,1458.8819534815811,1459.4007219371786,1441.170612214809,1443.17138671875,9767498,0.0,0.0
2024-02-19 00:00:00+05:30,1444.6288410678121,1461.8708655513933,1436.2053974591388,1456.4364013671875,6729828,0.0,0.0
2024-02-20 00:00:00+05:30,1457.4492860314679,1457.9186020207894,1444.3818933388152,1453.4969482421875,7117496,0.0,0.0
2024-02-21 00:00:00+05:30,1456.4365283424868,1470.7884795851646,1440.1825868389801,1450.2115478515625,12720292,0.0,0.0
2024-02-22 00:00:00+05:30,1450.6561919754163,1467.2559381666686,1440.6271108051608,1464.0941162109375,18493728,0.0,0.0
2024-02-23 00:00:00+05:30,1471.7517883622584,1479.7059164315408,1465.6750448712426,1475.82763671875,14438584,0.0,0.0
2024-02-26 00:00:00+05:30,1475.753583346703,1476.7169415654328,1464.8352018923576,1469.6026611328125,7513106,0.0,0.0
2024-02-27 00:00:00+05:30,1465.3540321072526,1482.0772898132236,1460.4383358684995,1467.94775390625,10826044,0.0,0.0
2024-02-28 00:00:00+05:30,1465.3292067243183,1473.5056294891751,1432.8953836215212,1438.2803955078125,8647950,0.0,0.0
2024-02-29 00:00:00+05:30,1447.5438276529026,1461.3522847525776,1437.1936663872107,1443.3939208984375,23628976,0.0,0.0
2024-03-01 00:00:00+05:30,1446.061542580972,1482.1266237591103,1445.0734581651325,1474.345458984375,12132926,0.0,0.0
2024-03-04 00:00:00+05:30,1472.7150995331629,1494.4282305064353,1469.503825173054,1489.4384765625,10024420,0.0,0.0
2024-03-05 00:00:00+05:30,1487.8328618357061,1489.4384990399915,1468.3429205099196,1482.32421875,7107668,0.0,0.0
2024-03-06 00:00:00+05:30,1475.6545662551582,1491.0193265812127,1460.8827530485903,1485.0908203125,7805676,0.0,0.0
2024-03-07 00:00:00+05:30,1485.0662153094684,1485.1897258668157,1457.968071396935,1461.3028564453125,8315726,0.0,0.0
2024-03-11 00:00:00+05:30,1471.2577496463198,1471.2577496463198,1446.0615961097308,1449.1246337890625,11277130,0.0,0.0
2024-03-12 00:00:00+05:30,1449.1246865128974,1470.269718687064,1447.5685016900354,1457.8446044921875,9432678,0.0,0.0
2024-03-13 00:00:00+05:30,1462.142657909758,1465.4279903850718,1410.7622676768488,1415.10986328125,13522134,0.0,0.0
2024-03-14 00:00:00+05:30,1422.5450608782721,1431.2649780682007,1408.514310659922,1414.4180908203125,18571102,0.0,0.0
2024-03-15 00:00:00+05:30,1408.9589780840722,1416.1473166057365,1396.0645483366263,1401.3260498046875,19223818,0.0,0.0
2024-03-18 00:00:00+05:30,1403.0799549430176,1424.5460660460144,1399.6463855144648,1422.3228759765625,9169392,0.0,0.0
2024-03-19 00:00:00+05:30,1411.7256294896865,1420.4701525728194,1400.3626585436627,1408.267333984375,8275764,0.0,0.0
2024-03-20 00:00:00+05:30,1410.935092987457,1427.7819805194806,1407.056934025752,1426.546875,8488806,0.0,0.0
2024-03-21 00:00:00+05:30,1435.2173701383908,1440.5283239841642,1427.460931435626,1433.685791015625,13006936,0.0,0.0
2024-03-22 00:00:00+05:30,1432.6977472783171,1442.6033181580033,1430.1040255590262,1437.6876220703125,19527608,0.0,0.0
2024-03-26 00:00:00+05:30,1427.7820647176966,1435.0939139473653,1421.853557874578,1424.3978271484375,11415906,0.0,0.0
2024-03-27 00:00:00+05:30,1430.74620650665,1482.1265951381042,1429.7581221098912,1475.061767578125,16326644,0.0,0.0
2024-03-28 00:00:00+05:30,1475.0864584455267,1488.0056133770977,1461.0309823617722,1468.1451416015625,21854364,0.0,0.0
2024-04-01 00:00:00+05:30,1474.6912092837645,1476.1733358521226,1464.8350917273362,1467.0830078125,5013880,0.0,0.0
2024-04-02 00:00:00+05:30,1466.3172549197961,1476.198098955644,1457.4244952875333,1469.2320556640625,8910166,0.0,0.0
2024-04-03 00:00:00+05:30,1464.4152240453116,1466.7619246317818,1451.397283687729,1454.0650634765625,7008292,0.0,0.0
2024-04-04 00:00:00+05:30,1462.117879861305,1462.117879861305,1432.7223691832353,1445.493408203125,14490272,0.0,0.0
2024-04-05 00:00:00+05:30,1443.467815909923,1453.274601948929,1438.6509043996564,1442.7020263671875,7442298,0.0,0.0
2024-04-08 00:00:00+05:30,1445.5427357963142,1473.2090987059642,1443.5912932499484,1468.2686767578125,8357118,0.0,0.0
2024-04-09 00:00:00+05:30,1471.2577557160955,1472.0482715276003,1445.0735176190665,1446.2098388671875,7071414,0.0,0.0
2024-04-10 00:00:00+05:30,1448.8776750369068,1469.281643980642,1448.8776750369068,1461.945068359375,9138330,0.0,0.0
2024-04-12 00:00:00+05:30,1458.2891033204971,1468.7627741208264,1445.6415744118667,1449.6680908203125,15551012,0.0,0.0
2024-04-15 00:00:00+05:30,1443.591352839028,1464.4646364315843,1429.0911655763507,1447.3707275390625,12902062,0.0,0.0
2024-04-16 00:00:00+05:30,1436.0325186728678,1453.6451964542034,1433.6364862387566,1448.2847900390625,9366184,0.0,0.0
2024-04-18 00:00:00+05:30,1446.0615875622616,1468.2934876101954,1441.9610129858208,1446.876708984375,19005692,0.0,0.0
2024-04-19 00:00:00+05:30,1439.4167626045175,1456.4364932961696,1425.8306012864564,1452.607666015625,15741778,0.0,0.0
2024-04-22 00:00:00+05:30,1454.9048261235944,1465.1562017707047,1450.3103301575065,1462.2166748046875,10350362,0.0,0.0
2024-04-23 00:00:00+05:30,1461.3768889290402,1475.7041133303053,1438.20635702296,1441.936279296875,14605554,0.0,0.0
2024-04-24 00:00:00+05:30,1446.0615625184662,1451.051437133562,1432.2283805059903,1432.8953857421875,10462776,0.0,0.0
2024-04-25 00:00:00+05:30,1425.3117405225619,1450.483166375014,1424.3236561270523,1442.5784912109375,15943926,0.0,0.0
2024-04-26 00:00:00+05:30,1446.5061312694434,1447.5436681516292,1432.7224019248206,1435.2420654296875,9413848,0.0,0.0
2024-04-29 00:00:00+05:30,1432.7224880920985,1450.4092243096331,1432.7224880920985,1447.5684814453125,7247974,0.0,0.0
2024-04-30 00:00:00+05:30,1450.5079819172845,1465.403306850403,1445.4440490785064,1449.5198974609375,11474262,0.0,0.0
2024-05-02 00:00:00+05:30,1454.460329459568,1459.7218309784546,1446.6791643138517,1449.0753173828125,14512646,0.0,0.0
2024-05-03 00:00:00+05:30,1453.4722101911175,1457.3750954799905,1399.275802819383,1416.9130859375,17226958,0.0,0.0
2024-05-06 00:00:00+05:30,1418.3952205864964,1422.841600588335,1401.1037428015688,1402.610595703125,7394208,0.0,0.0
2024-05-07 00:00:00+05:30,1399.1028593353728,1403.8209867220144,1375.4135586957902,1384.775634765625,14517472,0.0,0.0
2024-05-08 00:00:00+05:30,1380.847871034619,1415.8754127905866,1380.847871034619,1401.6470947265625,9439002,0.0,0.0
2024-05-09 00:00:00+05:30,1396.1632769069981,1406.7851843569276,1373.437335386219,1377.51318359375,11009612,0.0,0.0
2024-05-10 00:00:00+05:30,1380.106935558881,1393.1990543318577,1371.535254832905,1390.65478515625,10505096,0.0,0.0
2024-05-13 00:00:00+05:30,1383.2195197456997,1390.2101693574684,1367.5089520262873,1385.986083984375,8456620,0.0,0.0
2024-05-14 00:00:00+05:30,1384.2815424166113,1410.070521585227,1383.342910466477,1403.1539306640625,7188300,0.0,0.0
2024-05-15 00:00:00+05:30,1403.5740469957013,1412.9361236084007,1396.188139403763,1399.3994140625,5046534,0.0,0.0
2024-05-16 00:00:00+05:30,1401.6471872524828,1410.4904944706304,1381.3667306256436,1408.3660888671875,14711774,0.0,0.0
2024-05-17 00:00:00+05:30,1406.0936018418706,1420.0749000882806,1396.4103261437938,1418.5927734375,10916476,0.0,0.0
2024-05-21 00:00:00+05:30,1408.613082979292,1424.6447280920645,1408.613082979292,1419.0126953125,11176128,0.0,0.0
2024-05-22 00:00:00+05:30,1419.1609264752628,1451.2736690394956,1419.1609264752628,1443.2454833984375,10281604,0.0,0.0
2024-05-23 00:00:00+05:30,1441.1706938631594,1474.444366988288,1437.6629456463684,1468.343017578125,14608260,0.0,0.0
2024-05-24 00:00:00+05:30,1465.9467233388211,1470.7636348065282,1458.5113640783345,1462.6119384765625,7094776,0.0,0.0
2024-05-27 00:00:00+05:30,1462.587264504762,1467.2066075031105,1444.134859977049,1448.77880859375,6629010,0.0,0.0
2024-05-28 00:00:00+05:30,1450.5080784194065,1460.8829659012893,1435.4397894576246,1438.8486328125,7820162,0.0,0.0
2024-05-29 00:00:00+05:30,1429.264181324664,1440.6271526936466,1421.310053120064,1423.607421875,7383556,0.0,0.0
2024-05-30 00:00:00+05:30,1418.3951935729253,1423.2368313836507,1403.178669288835,1407.8720703125,13206858,0.0,0.0
2024-05-31 00:00:00+05:30,1414.245257118902,1425.0647331073133,1405.3030450073677,1413.35595703125,31069832,0.0,0.0
2024-06-03 00:00:00+05:30,1465.3292536675044,1496.4539141466187,1441.6152266357983,1492.32861328125,21527942,0.0,0.0
2024-06-04 00:00:00+05:30,1480.1999676014107,1480.1999676014107,1343.1032493273078,1380.625732421875,36709098,0.0,0.0
2024-06-05 00:00:00+05:30,1405.0561505394378,1414.097147783154,1367.6077240917773,1403.821044921875,17464890,0.0,0.0
2024-06-06 00:00:00+05:30,1417.9011371144834,1426.4974232883105,1404.4137607114592,1414.5416259765625,17855722,0.0,0.0
2024-06-07 00:00:00+05:30,1411.478521453965,1454.4601915157414,1409.5023527154926,1452.4345703125,18558696,0.0,0.0
2024-06-10 00:00:00+05:30,1452.4346368701142,1475.5558362929214,1450.5819785928986,1453.867431640625,9251760,0.0,0.0
2024-06-11 00:00:00+05:30,1451.4960860069511,1456.1154291491666,1437.3418242246385,1439.3179931640625,11774902,0.0,0.0
2024-06-12 00:00:00+05:30,1440.1330064471847,1458.41256776401,1437.835758473946,1445.8885498046875,10081742,0.0,0.0
2024-06-13 00:00:00+05:30,1454.4603416652449,1454.7073627830548,1442.7021123343332,1447.790771484375,9181160,0.0,0.0
2024-06-14 00:00:00+05:30,1452.4841280922399,1462.0438933040555,1439.8613252368543,1459.9442138671875,8157998,0.0,0.0
2024-06-18 00:00:00+05:30,1469.6273935638167,1469.6768460329972,1453.8180422457062,1463.3778076171875,7196766,0.0,0.0
2024-06-19 00:00:00+05:30,1469.7757459645413,1469.7757459645413,1438.6510831088215,1441.26953125,8725874,0.0,0.0
2024-06-20 00:00:00+05:30,1441.6151005379975,1465.1808887163045,1432.8211254931246,1456.139892578125,16113776,0.0,0.0
2024-06-21 00:00:00+05:30,1456.0660262473004,1457.1281688420868,1423.4097851653107,1436.8724365234375,31170360,0.0,0.0
2024-06-24 00:00:00+05:30,1428.3006178871863,1432.228228955547,1420.3712170566394,1424.298828125,8878386,0.0,0.0
2024-06-25 00:00:00+05:30,1425.8058325289194,1438.576872033328,1423.8296636688654,1436.822998046875,7045386,0.0,0.0
2024-06-26 00:00:00+05:30,1428.8194845866847,1500.875466568816,1427.905458276952,1495.9844970703125,22014882,0.0,0.0
2024-06-27 00:00:00+05:30,1495.7128766848623,1519.1798830077462,1488.0552219900264,1512.312744140625,28383030,0.0,0.0
2024-06-28 00:00:00+05:30,1512.782033239127,1562.1615299634889,1512.782033239127,1546.7474365234375,28957336,0.0,0.0
2024-07-01 00:00:00+05:30,1543.9066370278445,1560.5805616644209,1537.138282854078,1541.5599365234375,7724306,0.0,0.0
2024-07-02 00:00:00+05:30,1550.798441129772,1554.750778666898,1538.4473863262538,1546.5250244140625,7749246,0.0,0.0
2024-07-03 00:00:00+05:30,1547.661278880494,1556.2329594590622,1524.391963189475,1533.927001953125,9049620,0.0,0.0
2024-07-04 00:00:00+05:30,1538.447461634288,1548.822348177101,1532.321386398175,1535.5079345703125,6837176,0.0,0.0
2024-07-05 00:00:00+05:30,1535.3102911811948,1579.4530127748421,1529.5547474353805,1569.6956787109375,12269710,0.0,0.0
2024-07-08 00:00:00+05:30,1570.0662334946016,1589.6303543798022,1563.6684106310508,1581.824462890625,9500806,0.0,0.0
2024-07-09 00:00:00+05:30,1578.5637202787966,1581.4291893561121,1561.6675000170792,1571.3260498046875,6960002,0.0,0.0
2024-07-10 00:00:00+05:30,1575.9946562525065,1578.4648673124634,1544.5241914718106,1565.3480224609375,7134578,0.0,0.0
2024-07-11 00:00:00+05:30,1568.5840280306456,1585.1344421846698,1551.786592769845,1561.815673828125,11940946,0.0,0.0
2024-07-12 00:00:00+05:30,1565.619788574804,1586.023756297877,1555.7389442164904,1577.6990966796875,12924784,0.0,0.0
2024-07-15 00:00:00+05:30,1585.332123675554,1586.7154660951303,1566.607970695329,1578.1932373046875,5329688,0.0,0.0
2024-07-16 00:00:00+05:30,1574.5124732819936,1580.9350218080888,1550.427916309136,1557.468017578125,9386838,0.0,0.0
2024-07-18 00:00:00+05:30,1557.2211925457696,1574.9079294522828,1539.2627082750141,1567.76904296875,12298374,0.0,0.0
2024-07-19 00:00:00+05:30,1567.1020115011324,1571.029623251694,1534.2976544625544,1536.61962890625,13140390,0.0,0.0
2024-07-22 00:00:00+05:30,1518.9327171487766,1519.179738244426,1481.4102368427714,1482.7935791015625,19674376,0.0,0.0
2024-07-23 00:00:00+05:30,1483.1146576505776,1487.8080584659276,1445.5674511277782,1470.1707763671875,18052044,0.0,0.0
2024-07-24 00:00:00+05:30,1467.3053526491226,1491.5134207568017,1458.8078508242754,1477.8778076171875,11913362,0.0,0.0
2024-07-25 00:00:00+05:30,1463.3530011800513,1482.595920809754,1459.474721651074,1474.6171875,12519876,0.0,0.0
2024-07-26 00:00:00+05:30,1474.6172851615388,1494.4037007697482,1472.59166375446,1491.044189453125,9859940,0.0,0.0
2024-07-29 00:00:00+05:30,1493.9341486268256,1509.2989091727318,1493.7613062276428,1501.987060546875,7538550,0.0,0.0
2024-07-30 00:00:00+05:30,1498.9488223237445,1506.8287716127938,1492.0075050067665,1495.1199951171875,8228208,0.0,0.0
2024-07-31 00:00:00+05:30,1486.0789919790418,1492.4520883459395,1483.2629754591517,1487.487060546875,10057346,0.0,0.0
2024-08-01 00:00:00+05:30,1493.9836579008804,1499.9121644798522,1486.37545603751,1497.244384765625,10764222,0.0,0.0
2024-08-02 00:00:00+05:30,1487.0670219426547,1491.3404387261814,1475.481756476256,1481.4595947265625,10268248,0.0,0.0
2024-08-05 00:00:00+05:30,1462.3650548737628,1466.2186085334113,1416.1721046606897,1430.079345703125,17046704,0.0,0.0
2024-08-06 00:00:00+05:30,1437.8110173129378,1459.8946792000177,1434.0315221699125,1438.7003173828125,10236186,0.0,0.0
2024-08-07 00:00:00+05:30,1451.4960282823629,1454.954323788822,1444.0853950542364,1447.3707275390625,8174568,0.0,0.0
2024-08-08 00:00:00+05:30,1440.1577210643813,1447.5436277380477,1428.6959662921352,1431.8577880859375,12387192,0.0,0.0
2024-08-09 00:00:00+05:30,1442.6033755756382,1458.9067698886504,1438.6510375603623,1456.7330322265625,6249776,0.0,0.0
2024-08-12 00:00:00+05:30,1452.483993902439,1455.4482469512195,1440.3799606199186,1443.220703125,8184584,0.0,0.0
2024-08-13 00:00:00+05:30,1443.3444377180147,1452.5582774619256,1440.6272053348387,1446.1851806640625,6265064,0.0,0.0
2024-08-14 00:00:00+05:30,1446.1109681889411,1454.460233101401,1436.3782403810737,1444.43115234375,6267466,0.0,0.0
2024-08-16 00:00:00+05:30,1451.1502913945535,1462.7602840003062,1440.676620060605,1460.58642578125,9416902,0.0,0.0
2024-08-19 00:00:00+05:30,1469.8067419652286,1485.47150978375,1467.8238660907393,1475.65625,13797742,5.0,0.0
2024-08-20 00:00:00+05:30,1484.4057091952604,1491.0484162933285,1477.2674041310693,1483.1416015625,8411808,0.0,0.0
2024-08-21 00:00:00+05:30,1480.464784262564,1494.964564922092,1477.2426107826689,1485.8433837890625,7769996,0.0,0.0
2024-08-22 00:00:00+05:30,1490.1312336221058,1493.6012664349316,1477.8869991875908,1485.2979736328125,10445782,0.0,0.0
2024-08-23 00:00:00+05:30,1490.8749048344312,1498.3849993365056,1485.5955458508122,1487.1322021484375,9249654,0.0,0.0
2024-08-26 00:00:00+05:30,1494.0723308917522,1509.9601498448217,1490.1313888488291,1499.649169921875,8816114,0.0,0.0
2024-08-27 00:00:00+05:30,1497.5671500638725,1500.516654009415,1486.6117113802566,1487.6031494140625,6251156,0.0,0.0
2024-08-28 00:00:00+05:30,1492.1142662167426,1494.5680511870519,1480.2170096090344,1485.4716796875,9610286,0.0,0.0
2024-08-29 00:00:00+05:30,1490.2303777286736,1523.8401488737275,1481.2083164719252,1507.90283203125,38335358,0.0,0.0
2024-08-30 00:00:00+05:30,1520.865886117465,1526.5418444404818,1490.4534771750382,1496.6995849609375,41620730,0.0,0.0
2024-09-02 00:00:00+05:30,1497.9389648135596,1513.7276641806195,1493.7253530981907,1503.2679443359375,11240852,0.0,0.0
2024-09-03 00:00:00+05:30,1508.2250430567562,1509.9600595401412,1494.5927706873033,1496.203857421875,10923800,0.0,0.0
2024-09-04 00:00:00+05:30,1487.850885016148,1504.50709100704,1486.6612078847159,1501.5823974609375,11983304,0.0,0.0
2024-09-05 00:00:00+05:30,1506.0439573959175,1512.7113538076746,1474.3179410781217,1480.192138671875,16264168,0.0,0.0
2024-09-06 00:00:00+05:30,1479.721175380084,1484.182646260627,1449.110527949692,1452.2830810546875,19394228,0.0,0.0
2024-09-09 00:00:00+05:30,1453.943839140462,1457.3395627288749,1443.1371406451965,1449.928466796875,9010298,0.0,0.0
2024-09-10 00:00:00+05:30,1447.995226435091,1459.446383962114,1445.0952218200862,1449.011474609375,10768260,0.0,0.0
2024-09-11 00:00:00+05:30,1450.5234230036904,1456.1745712275017,1435.1561339115874,1439.072265625,9760202,0.0,0.0
2024-09-12 00:00:00+05:30,1444.5250498204912,1473.2767495080643,1433.4953029575859,1467.1298828125,22349376,0.0,0.0
2024-09-13 00:00:00+05:30,1463.7590600068495,1470.451266381587,1456.918113729867,1460.016357421875,8711328,0.0,0.0
2024-09-16 00:00:00+05:30,1464.8993077290233,1468.2206009201684,1452.2088525514882,1458.7523193359375,5481774,0.0,0.0
2024-09-17 00:00:00+05:30,1461.3796100548857,1464.8248328952707,1454.0677548146177,1459.6942138671875,5935328,0.0,0.0
2024-09-18 00:00:00+05:30,1457.413766699014,1469.3110219373734,1448.0447266088618,1450.9197998046875,8574714,0.0,0.0
2024-09-19 00:00:00+05:30,1453.6959512825117,1463.8581906691413,1443.0876132109174,1457.0916748046875,16955902,0.0,0.0
2024-09-20 00:00:00+05:30,1461.3795684407844,1482.1997658201985,1458.7770437683578,1473.2025146484375,30897320,0.0,0.0
2024-09-23 00:00:00+05:30,1478.2340798324108,1488.6441789861601,1476.2015834923338,1480.5887451171875,8832314,0.0,0.0
2024-09-24 00:00:00+05:30,1475.7554165819738,1487.6526722077606,1475.1357678514642,1476.6229248046875,17137444,0.0,0.0
2024-09-25 00:00:00+05:30,1471.1948125268714,1483.6869066134093,1467.5264194610884,1481.15869140625,7069002,0.0,0.0
2024-09-26 00:00:00+05:30,1477.8870868947113,1491.122760061236,1475.309372285805,1485.12451171875,18818998,0.0,0.0
2024-09-27 00:00:00+05:30,1486.1655345930462,1520.345334807694,1479.2254687210307,1513.10791015625,20597478,0.0,0.0
2024-09-30 00:00:00+05:30,1506.3908994638518,1511.9181178232873,1461.7761901136828,1463.9324951171875,27008814,0.0,0.0
2024-10-01 00:00:00+05:30,1467.9726595996829,1475.2100841908111,1450.3002051077794,1452.2830810546875,16431642,0.0,0.0
2024-10-03 00:00:00+05:30,1424.2750076222521,1436.9902726871705,1390.070396353704,1394.928466796875,37757294,0.0,0.0
2024-10-04 00:00:00+05:30,1391.9046094477658,1405.2145916660443,1369.9442340651563,1374.653564453125,37072876,0.0,0.0
2024-10-07 00:00:00+05:30,1381.568793209071,1384.5431070803497,1349.7188488374588,1358.98876953125,22181340,0.0,0.0
2024-10-08 00:00:00+05:30,1361.2194430814652,1389.004514771482,1353.4118695241307,1385.3857421875,17020808,0.0,0.0
2024-10-09 00:00:00+05:30,1385.5594536683957,1388.979866453412,1360.7486928237201,1362.8306884765625,14310610,0.0,0.0
2024-10-10 00:00:00+05:30,1368.209166456891,1374.132983939481,1357.699948504806,1359.31103515625,22358646,0.0,0.0
2024-10-11 00:00:00+05:30,1358.2700551936466,1371.4314188021033,1357.1050671377104,1360.35205078125,7980122,0.0,0.0
2024-10-14 00:00:00+05:30,1367.6390728953818,1368.2587216327886,1356.5350159311083,1360.7734375,12221432,0.0,0.0
2024-10-15 00:00:00+05:30,1346.8933067731043,1359.9554295521655,1329.2208521541709,1332.5174560546875,33762794,0.0,0.0
2024-10-16 00:00:00+05:30,1328.5270030007441,1352.3215164873245,1326.1723376036346,1342.4814453125,20034438,0.0,0.0
2024-10-17 00:00:00+05:30,1354.0067695283685,1356.7332239102464,1340.4737382347967,1344.811279296875,15543660,0.0,0.0
2024-10-18 00:00:00+05:30,1340.5976258716714,1356.70849216764,1329.840427555484,1347.66162109375,12082452,0.0,0.0
2024-10-21 00:00:00+05:30,1355.4197431686716,1362.2358797577067,1346.1002013000875,1357.4769287109375,14067408,0.0,0.0
2024-10-22 00:00:00+05:30,1357.4767913068545,1364.2186177698431,1328.749900940748,1331.84814453125,15831960,0.0,0.0
2024-10-23 00:00:00+05:30,1326.048205061888,1345.8521531156357,1323.5696102860716,1327.064453125,17214742,0.0,0.0
2024-10-24 00:00:00+05:30,1323.8424540123256,1332.1952468902052,1311.7964576126847,1328.3287353515625,22155934,0.0,0.0
2024-10-25 00:00:00+05:30,1331.996862815434,1332.8395608533488,1310.6809472586556,1316.4808349609375,18597496,0.0,0.0
2024-10-28 00:00:00+05:30,1325.552505604476,1341.4155124030337,1310.7800563182918,1322.9251708984375,10824350,0.0,2.0
2024-10-29 00:00:00+05:30,1316.728719636798,1331.6994085045892,1308.995576227512,1328.52685546875,12008361,0.0,0.0
2024-10-30 00:00:00+05:30,1323.569732267355,1338.4413022928309,1314.0023313459362,1332.3935546875,11984423,0.0,0.0
2024-10-31 00:00:00+05:30,1328.5269031210519,1331.5012170832633,1314.7955112005386,1320.64501953125,9331650,0.0,0.0
2024-11-01 00:00:00+05:30,1321.6364480777281,1330.4601492824747,1321.5868277686543,1327.1884765625,2127335,0.0,0.0
2024-11-04 00:00:00+05:30,1326.3952636738204,1328.52687951389,1274.0969107675833,1291.0009765625,19796890,0.0,0.0
2024-11-05 00:00:00+05:30,1281.9292880644173,1298.337634786513,1275.1379622128013,1294.1240234375,16267479,0.0,0.0
2024-11-06 00:00:00+05:30,1298.7837703539942,1316.9271340293028,1289.0676296160968,1314.0023193359375,21625209,0.0,0.0
2024-11-07 00:00:00+05:30,1312.6639327180499,1312.6639327180499,1291.4471349781516,1294.4710693359375,9611974,0.0,0.0
2024-11-08 00:00:00+05:30,1286.5394340693545,1290.505185727704,1264.0833410989228,1272.7584228515625,19814406,0.0,0.0
2024-11-11 00:00:00+05:30,1267.9994654475693,1274.9891511168566,1256.151830843746,1261.802978515625,9056552,0.0,0.0
2024-11-12 00:00:00+05:30,1264.6287615317467,1278.2610337323058,1256.6476373969983,1263.33984375,10671091,0.0,0.0
2024-11-13 00:00:00+05:30,1259.374078659472,1264.5295076822267,1238.8017408266169,1241.3299560546875,14633633,0.0,0.0
2024-11-14 00:00:00+05:30,1242.866693712679,1261.7040163358736,1240.38809863068,1256.746826171875,12612633,0.0,0.0
2024-11-18 00:00:00+05:30,1256.7467703539512,1262.0014401044657,1233.24973843027,1249.9554443359375,13620611,0.0,0.0
2024-11-19 00:00:00+05:30,1249.9553610165642,1270.5276979121372,1224.5745744010292,1231.0189208984375,14183746,0.0,0.0
